Alias;Place;Link;Code
CAMPINAS;CAMPINAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3509502?formato=application/vnd.geo+json&qualidade=maxima;3509502
CAMPINAS DO PIAUI;CAMPINAS DO PIAUI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202109?formato=application/vnd.geo+json&qualidade=maxima;2202109
CAMPINAS DO SUL;CAMPINAS DO SUL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4303806?formato=application/vnd.geo+json&qualidade=maxima;4303806
CAMPINORTE;CAMPINORTE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5204706?formato=application/vnd.geo+json&qualidade=maxima;5204706
CAMPO ALEGRE(AL);CAMPO ALEGRE(AL);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2701407?formato=application/vnd.geo+json&qualidade=maxima;2701407
CAMPO ALEGRE(SC);CAMPO ALEGRE(SC);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4203303?formato=application/vnd.geo+json&qualidade=maxima;4203303
CAMPO ALEGRE DE GOIAS;CAMPO ALEGRE DE GOIAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5204805?formato=application/vnd.geo+json&qualidade=maxima;5204805
CAMPO ALEGRE DE LOURDES;CAMPO ALEGRE DE LOURDES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2905909?formato=application/vnd.geo+json&qualidade=maxima;2905909
CAMPO ALEGRE DO FIDALGO;CAMPO ALEGRE DO FIDALGO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202117?formato=application/vnd.geo+json&qualidade=maxima;2202117
CAMPO AZUL;CAMPO AZUL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3111150?formato=application/vnd.geo+json&qualidade=maxima;3111150
CAMPO BELO;CAMPO BELO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3111200?formato=application/vnd.geo+json&qualidade=maxima;3111200
CAMPO BELO DO SUL;CAMPO BELO DO SUL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4203402?formato=application/vnd.geo+json&qualidade=maxima;4203402
CAMPO BOM;CAMPO BOM;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4303905?formato=application/vnd.geo+json&qualidade=maxima;4303905
CAMPO BONITO;CAMPO BONITO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104055?formato=application/vnd.geo+json&qualidade=maxima;4104055
CAMPO DO BRITO;CAMPO DO BRITO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2801009?formato=application/vnd.geo+json&qualidade=maxima;2801009
CAMPO DO MEIO;CAMPO DO MEIO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3111309?formato=application/vnd.geo+json&qualidade=maxima;3111309
CAMPO DO TENENTE;CAMPO DO TENENTE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104105?formato=application/vnd.geo+json&qualidade=maxima;4104105
CAMPO ERE;CAMPO ERE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4203501?formato=application/vnd.geo+json&qualidade=maxima;4203501
CAMPO FLORIDO;CAMPO FLORIDO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3111408?formato=application/vnd.geo+json&qualidade=maxima;3111408
CAMPO FORMOSO;CAMPO FORMOSO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906006?formato=application/vnd.geo+json&qualidade=maxima;2906006
CAMPO GRANDE(RN);CAMPO GRANDE(RN);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2401305?formato=application/vnd.geo+json&qualidade=maxima;2401305
CAMPO GRANDE(AL);CAMPO GRANDE(AL);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2701506?formato=application/vnd.geo+json&qualidade=maxima;2701506
CAMPO GRANDE(MS);CAMPO GRANDE(MS);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5002704?formato=application/vnd.geo+json&qualidade=maxima;5002704
CAMPO GRANDE DO PIAUI;CAMPO GRANDE DO PIAUI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202133?formato=application/vnd.geo+json&qualidade=maxima;2202133
CAMPO LARGO;CAMPO LARGO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104204?formato=application/vnd.geo+json&qualidade=maxima;4104204
CAMPO LARGO DO PIAUI;CAMPO LARGO DO PIAUI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202174?formato=application/vnd.geo+json&qualidade=maxima;2202174
CAMPO LIMPO DE GOIAS;CAMPO LIMPO DE GOIAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5204854?formato=application/vnd.geo+json&qualidade=maxima;5204854
CAMPO LIMPO PAULISTA;CAMPO LIMPO PAULISTA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3509601?formato=application/vnd.geo+json&qualidade=maxima;3509601
CAMPO MAGRO;CAMPO MAGRO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104253?formato=application/vnd.geo+json&qualidade=maxima;4104253
CAMPO MAIOR;CAMPO MAIOR;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202208?formato=application/vnd.geo+json&qualidade=maxima;2202208
CAMPO MOURAO;CAMPO MOURAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104303?formato=application/vnd.geo+json&qualidade=maxima;4104303
CAMPO NOVO;CAMPO NOVO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304002?formato=application/vnd.geo+json&qualidade=maxima;4304002
CAMPO NOVO DE RONDONIA;CAMPO NOVO DE RONDONIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1100700?formato=application/vnd.geo+json&qualidade=maxima;1100700
CAMPO NOVO DO PARECIS;CAMPO NOVO DO PARECIS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5102637?formato=application/vnd.geo+json&qualidade=maxima;5102637
CAMPO REDONDO;CAMPO REDONDO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2402105?formato=application/vnd.geo+json&qualidade=maxima;2402105
CAMPO VERDE;CAMPO VERDE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5102678?formato=application/vnd.geo+json&qualidade=maxima;5102678
CAMPOS ALTOS;CAMPOS ALTOS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3111507?formato=application/vnd.geo+json&qualidade=maxima;3111507
CAMPOS BELOS;CAMPOS BELOS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5204904?formato=application/vnd.geo+json&qualidade=maxima;5204904
CAMPOS BORGES;CAMPOS BORGES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304101?formato=application/vnd.geo+json&qualidade=maxima;4304101
CAMPOS DE JULIO;CAMPOS DE JULIO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5102686?formato=application/vnd.geo+json&qualidade=maxima;5102686
CAMPOS DO JORDAO;CAMPOS DO JORDAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3509700?formato=application/vnd.geo+json&qualidade=maxima;3509700
CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3301009?formato=application/vnd.geo+json&qualidade=maxima;3301009
CAMPOS GERAIS;CAMPOS GERAIS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3111606?formato=application/vnd.geo+json&qualidade=maxima;3111606
CAMPOS LINDOS;CAMPOS LINDOS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1703842?formato=application/vnd.geo+json&qualidade=maxima;1703842
CAMPOS NOVOS;CAMPOS NOVOS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4203600?formato=application/vnd.geo+json&qualidade=maxima;4203600
CAMPOS NOVOS PAULISTA;CAMPOS NOVOS PAULISTA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3509809?formato=application/vnd.geo+json&qualidade=maxima;3509809
CAMPOS SALES;CAMPOS SALES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2302701?formato=application/vnd.geo+json&qualidade=maxima;2302701
CAMPOS VERDES;CAMPOS VERDES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5204953?formato=application/vnd.geo+json&qualidade=maxima;5204953
CAMUTANGA;CAMUTANGA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2603603?formato=application/vnd.geo+json&qualidade=maxima;2603603
CANA VERDE;CANA VERDE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3111903?formato=application/vnd.geo+json&qualidade=maxima;3111903
CANAA;CANAA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3111705?formato=application/vnd.geo+json&qualidade=maxima;3111705
CANAA DOS CARAJAS;CANAA DOS CARAJAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1502152?formato=application/vnd.geo+json&qualidade=maxima;1502152
CANABRAVA DO NORTE;CANABRAVA DO NORTE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5102694?formato=application/vnd.geo+json&qualidade=maxima;5102694
CANANEIA;CANANEIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3509908?formato=application/vnd.geo+json&qualidade=maxima;3509908
CANAPI;CANAPI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2701605?formato=application/vnd.geo+json&qualidade=maxima;2701605
CANAPOLIS(BA);CANAPOLIS(BA);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906105?formato=application/vnd.geo+json&qualidade=maxima;2906105
CANAPOLIS(MG);CANAPOLIS(MG);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3111804?formato=application/vnd.geo+json&qualidade=maxima;3111804
CANARANA(BA);CANARANA(BA);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906204?formato=application/vnd.geo+json&qualidade=maxima;2906204
CANARANA(MT);CANARANA(MT);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5102702?formato=application/vnd.geo+json&qualidade=maxima;5102702
CANAS;CANAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3509957?formato=application/vnd.geo+json&qualidade=maxima;3509957
CANAVIEIRA;CANAVIEIRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202251?formato=application/vnd.geo+json&qualidade=maxima;2202251
CANAVIEIRAS;CANAVIEIRAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906303?formato=application/vnd.geo+json&qualidade=maxima;2906303
CANDEAL;CANDEAL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906402?formato=application/vnd.geo+json&qualidade=maxima;2906402
CANDEIAS(BA);CANDEIAS(BA);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906501?formato=application/vnd.geo+json&qualidade=maxima;2906501
CANDEIAS(MG);CANDEIAS(MG);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112000?formato=application/vnd.geo+json&qualidade=maxima;3112000
CANDEIAS DO JAMARI;CANDEIAS DO JAMARI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1100809?formato=application/vnd.geo+json&qualidade=maxima;1100809
CANDELARIA;CANDELARIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304200?formato=application/vnd.geo+json&qualidade=maxima;4304200
CANDIBA;CANDIBA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906600?formato=application/vnd.geo+json&qualidade=maxima;2906600
CANDIDO DE ABREU;CANDIDO DE ABREU;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104402?formato=application/vnd.geo+json&qualidade=maxima;4104402
CANDIDO GODOI;CANDIDO GODOI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304309?formato=application/vnd.geo+json&qualidade=maxima;4304309
CANDIDO MENDES;CANDIDO MENDES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2102606?formato=application/vnd.geo+json&qualidade=maxima;2102606
CANDIDO MOTA;CANDIDO MOTA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3510005?formato=application/vnd.geo+json&qualidade=maxima;3510005
CANDIDO RODRIGUES;CANDIDO RODRIGUES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3510104?formato=application/vnd.geo+json&qualidade=maxima;3510104
CANDIDO SALES;CANDIDO SALES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906709?formato=application/vnd.geo+json&qualidade=maxima;2906709
CANDIOTA;CANDIOTA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304358?formato=application/vnd.geo+json&qualidade=maxima;4304358
CANDOI;CANDOI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104428?formato=application/vnd.geo+json&qualidade=maxima;4104428
CANELA;CANELA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304408?formato=application/vnd.geo+json&qualidade=maxima;4304408
CANELINHA;CANELINHA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4203709?formato=application/vnd.geo+json&qualidade=maxima;4203709
CANGUARETAMA;CANGUARETAMA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2402204?formato=application/vnd.geo+json&qualidade=maxima;2402204
CANGUCU;CANGUCU;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304507?formato=application/vnd.geo+json&qualidade=maxima;4304507
CANHOBA;CANHOBA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2801108?formato=application/vnd.geo+json&qualidade=maxima;2801108
CANHOTINHO;CANHOTINHO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2603702?formato=application/vnd.geo+json&qualidade=maxima;2603702
CANINDE;CANINDE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2302800?formato=application/vnd.geo+json&qualidade=maxima;2302800
CANINDE DE SAO FRANCISCO;CANINDE DE SAO FRANCISCO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2801207?formato=application/vnd.geo+json&qualidade=maxima;2801207
CANITAR;CANITAR;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3510153?formato=application/vnd.geo+json&qualidade=maxima;3510153
CANOAS;CANOAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304606?formato=application/vnd.geo+json&qualidade=maxima;4304606
CANOINHAS;CANOINHAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4203808?formato=application/vnd.geo+json&qualidade=maxima;4203808
CANSANCAO;CANSANCAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906808?formato=application/vnd.geo+json&qualidade=maxima;2906808
CANTA;CANTA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1400175?formato=application/vnd.geo+json&qualidade=maxima;1400175
CANTAGALO(MG);CANTAGALO(MG);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112059?formato=application/vnd.geo+json&qualidade=maxima;3112059
CANTAGALO(RJ);CANTAGALO(RJ);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3301108?formato=application/vnd.geo+json&qualidade=maxima;3301108
CANTAGALO(PR);CANTAGALO(PR);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104451?formato=application/vnd.geo+json&qualidade=maxima;4104451
CANTANHEDE;CANTANHEDE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2102705?formato=application/vnd.geo+json&qualidade=maxima;2102705
CANTO DO BURITI;CANTO DO BURITI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202307?formato=application/vnd.geo+json&qualidade=maxima;2202307
CANUDOS;CANUDOS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906824?formato=application/vnd.geo+json&qualidade=maxima;2906824
CANUDOS DO VALE;CANUDOS DO VALE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304614?formato=application/vnd.geo+json&qualidade=maxima;4304614
CANUTAMA;CANUTAMA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1300904?formato=application/vnd.geo+json&qualidade=maxima;1300904
CAPANEMA(PA);CAPANEMA(PA);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1502202?formato=application/vnd.geo+json&qualidade=maxima;1502202
CAPANEMA(PR);CAPANEMA(PR);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104501?formato=application/vnd.geo+json&qualidade=maxima;4104501
CAPAO ALTO;CAPAO ALTO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4203253?formato=application/vnd.geo+json&qualidade=maxima;4203253
CAPAO BONITO;CAPAO BONITO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3510203?formato=application/vnd.geo+json&qualidade=maxima;3510203
CAPAO BONITO DO SUL;CAPAO BONITO DO SUL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304622?formato=application/vnd.geo+json&qualidade=maxima;4304622
CAPAO DA CANOA;CAPAO DA CANOA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304630?formato=application/vnd.geo+json&qualidade=maxima;4304630
CAPAO DO CIPO;CAPAO DO CIPO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304655?formato=application/vnd.geo+json&qualidade=maxima;4304655
CAPAO DO LEAO;CAPAO DO LEAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304663?formato=application/vnd.geo+json&qualidade=maxima;4304663
CAPARAO;CAPARAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112109?formato=application/vnd.geo+json&qualidade=maxima;3112109
CAPELA(AL);CAPELA(AL);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2701704?formato=application/vnd.geo+json&qualidade=maxima;2701704
CAPELA(SE);CAPELA(SE);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2801306?formato=application/vnd.geo+json&qualidade=maxima;2801306
CAPELA DE SANTANA;CAPELA DE SANTANA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304689?formato=application/vnd.geo+json&qualidade=maxima;4304689
CAPELA DO ALTO;CAPELA DO ALTO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3510302?formato=application/vnd.geo+json&qualidade=maxima;3510302
CAPELA DO ALTO ALEGRE;CAPELA DO ALTO ALEGRE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906857?formato=application/vnd.geo+json&qualidade=maxima;2906857
CAPELA NOVA;CAPELA NOVA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112208?formato=application/vnd.geo+json&qualidade=maxima;3112208
CAPELINHA;CAPELINHA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112307?formato=application/vnd.geo+json&qualidade=maxima;3112307
CAPETINGA;CAPETINGA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112406?formato=application/vnd.geo+json&qualidade=maxima;3112406
CAPIM;CAPIM;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2504033?formato=application/vnd.geo+json&qualidade=maxima;2504033
CAPIM BRANCO;CAPIM BRANCO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112505?formato=application/vnd.geo+json&qualidade=maxima;3112505
CAPIM GROSSO;CAPIM GROSSO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906873?formato=application/vnd.geo+json&qualidade=maxima;2906873
CAPINOPOLIS;CAPINOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112604?formato=application/vnd.geo+json&qualidade=maxima;3112604
CAPINZAL;CAPINZAL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4203907?formato=application/vnd.geo+json&qualidade=maxima;4203907
CAPINZAL DO NORTE;CAPINZAL DO NORTE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2102754?formato=application/vnd.geo+json&qualidade=maxima;2102754
CAPISTRANO;CAPISTRANO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2302909?formato=application/vnd.geo+json&qualidade=maxima;2302909
CAPITAO;CAPITAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304697?formato=application/vnd.geo+json&qualidade=maxima;4304697
CAPITAO ANDRADE;CAPITAO ANDRADE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112653?formato=application/vnd.geo+json&qualidade=maxima;3112653
CAPITAO DE CAMPOS;CAPITAO DE CAMPOS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202406?formato=application/vnd.geo+json&qualidade=maxima;2202406
CAPITAO ENEAS;CAPITAO ENEAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112703?formato=application/vnd.geo+json&qualidade=maxima;3112703
CAPITAO GERVASIO OLIVEIRA;CAPITAO GERVASIO OLIVEIRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202455?formato=application/vnd.geo+json&qualidade=maxima;2202455
CAPITAO LEONIDAS MARQUES;CAPITAO LEONIDAS MARQUES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104600?formato=application/vnd.geo+json&qualidade=maxima;4104600
CAPITAO POCO;CAPITAO POCO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1502301?formato=application/vnd.geo+json&qualidade=maxima;1502301
CAPITOLIO;CAPITOLIO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112802?formato=application/vnd.geo+json&qualidade=maxima;3112802
CAPIVARI;CAPIVARI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3510401?formato=application/vnd.geo+json&qualidade=maxima;3510401
CAPIVARI DE BAIXO;CAPIVARI DE BAIXO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4203956?formato=application/vnd.geo+json&qualidade=maxima;4203956
CAPIVARI DO SUL;CAPIVARI DO SUL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304671?formato=application/vnd.geo+json&qualidade=maxima;4304671
CAPIXABA;CAPIXABA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1200179?formato=application/vnd.geo+json&qualidade=maxima;1200179
CAPOEIRAS;CAPOEIRAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2603801?formato=application/vnd.geo+json&qualidade=maxima;2603801
CAPUTIRA;CAPUTIRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3112901?formato=application/vnd.geo+json&qualidade=maxima;3112901
CARAA;CARAA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304713?formato=application/vnd.geo+json&qualidade=maxima;4304713
CARACARAI;CARACARAI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1400209?formato=application/vnd.geo+json&qualidade=maxima;1400209
CARACOL(PI);CARACOL(PI);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202505?formato=application/vnd.geo+json&qualidade=maxima;2202505
CARACOL(MS);CARACOL(MS);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5002803?formato=application/vnd.geo+json&qualidade=maxima;5002803
CARAGUATATUBA;CARAGUATATUBA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3510500?formato=application/vnd.geo+json&qualidade=maxima;3510500
CARAI;CARAI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3113008?formato=application/vnd.geo+json&qualidade=maxima;3113008
CARAIBAS;CARAIBAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906899?formato=application/vnd.geo+json&qualidade=maxima;2906899
CARAMBEI;CARAMBEI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4104659?formato=application/vnd.geo+json&qualidade=maxima;4104659
CARANAIBA;CARANAIBA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3113107?formato=application/vnd.geo+json&qualidade=maxima;3113107
CARANDAI;CARANDAI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3113206?formato=application/vnd.geo+json&qualidade=maxima;3113206
CARANGOLA;CARANGOLA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3113305?formato=application/vnd.geo+json&qualidade=maxima;3113305
CARAPEBUS;CARAPEBUS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3300936?formato=application/vnd.geo+json&qualidade=maxima;3300936
CARAPICUIBA;CARAPICUIBA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3510609?formato=application/vnd.geo+json&qualidade=maxima;3510609
CARATINGA;CARATINGA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3113404?formato=application/vnd.geo+json&qualidade=maxima;3113404
CARAUARI;CARAUARI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1301001?formato=application/vnd.geo+json&qualidade=maxima;1301001
CARAUBAS(RN);CARAUBAS(RN);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2402303?formato=application/vnd.geo+json&qualidade=maxima;2402303
CARAUBAS(PB);CARAUBAS(PB);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2504074?formato=application/vnd.geo+json&qualidade=maxima;2504074
CARAUBAS DO PIAUI;CARAUBAS DO PIAUI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202539?formato=application/vnd.geo+json&qualidade=maxima;2202539
CARAVELAS;CARAVELAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2906907?formato=application/vnd.geo+json&qualidade=maxima;2906907
CARAZINHO;CARAZINHO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4304705?formato=application/vnd.geo+json&qualidade=maxima;4304705
CARBONITA;CARBONITA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3113503?formato=application/vnd.geo+json&qualidade=maxima;3113503
CARDEAL DA SILVA;CARDEAL DA SILVA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2907004?formato=application/vnd.geo+json&qualidade=maxima;2907004
CARDOSO;CARDOSO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3510708?formato=application/vnd.geo+json&qualidade=maxima;3510708
CARDOSO MOREIRA;CARDOSO MOREIRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3301157?formato=application/vnd.geo+json&qualidade=maxima;3301157
CAREACU;CAREACU;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3113602?formato=application/vnd.geo+json&qualidade=maxima;3113602
CAREIRO;CAREIRO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1301100?formato=application/vnd.geo+json&qualidade=maxima;1301100
CAREIRO DA VARZEA;CAREIRO DA VARZEA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1301159?formato=application/vnd.geo+json&qualidade=maxima;1301159
CARIACICA;CARIACICA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3201308?formato=application/vnd.geo+json&qualidade=maxima;3201308
CARIDADE;CARIDADE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2303006?formato=application/vnd.geo+json&qualidade=maxima;2303006
CARIDADE DO PIAUI;CARIDADE DO PIAUI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2202554?formato=application/vnd.geo+json&qualidade=maxima;2202554
CARINHANHA;CARINHANHA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2907103?formato=application/vnd.geo+json&qualidade=maxima;2907103
CARIRA;CARIRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2801405?formato=application/vnd.geo+json&qualidade=maxima;2801405
CARIRE;CARIRE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2303105?formato=application/vnd.geo+json&qualidade=maxima;2303105
CARIRI DO TOCANTINS;CARIRI DO TOCANTINS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1703867?formato=application/vnd.geo+json&qualidade=maxima;1703867
CARIRIACU;CARIRIACU;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2303204?formato=application/vnd.geo+json&qualidade=maxima;2303204
CARIUS;CARIUS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2303303?formato=application/vnd.geo+json&qualidade=maxima;2303303
