Alias;Place;Link;Code
CRUZ ALTA;CRUZ ALTA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43011?formato=application/vnd.geo+json&qualidade=maxima;43011
CRUZEIRO DO SUL;CRUZEIRO DO SUL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/12001?formato=application/vnd.geo+json&qualidade=maxima;12001
CUIABA;CUIABA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/51017?formato=application/vnd.geo+json&qualidade=maxima;51017
CURIMATAU OCIDENTAL;CURIMATAU OCIDENTAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25012?formato=application/vnd.geo+json&qualidade=maxima;25012
CURIMATAU ORIENTAL;CURIMATAU ORIENTAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25013?formato=application/vnd.geo+json&qualidade=maxima;25013
CURITIBA;CURITIBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41037?formato=application/vnd.geo+json&qualidade=maxima;41037
CURITIBANOS;CURITIBANOS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42009?formato=application/vnd.geo+json&qualidade=maxima;42009
CURVELO;CURVELO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31025?formato=application/vnd.geo+json&qualidade=maxima;31025
DIAMANTINA;DIAMANTINA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31010?formato=application/vnd.geo+json&qualidade=maxima;31010
DIANOPOLIS;DIANOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/17008?formato=application/vnd.geo+json&qualidade=maxima;17008
DIVINOPOLIS;DIVINOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31043?formato=application/vnd.geo+json&qualidade=maxima;31043
DOURADOS;DOURADOS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/50010?formato=application/vnd.geo+json&qualidade=maxima;50010
DRACENA;DRACENA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35034?formato=application/vnd.geo+json&qualidade=maxima;35034
ENTORNO DE BRASILIA;ENTORNO DE BRASILIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/52012?formato=application/vnd.geo+json&qualidade=maxima;52012
ENTRE RIOS;ENTRE RIOS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29018?formato=application/vnd.geo+json&qualidade=maxima;29018
ERECHIM;ERECHIM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43004?formato=application/vnd.geo+json&qualidade=maxima;43004
ESPERANCA;ESPERANCA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25014?formato=application/vnd.geo+json&qualidade=maxima;25014
ESTANCIA;ESTANCIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/28013?formato=application/vnd.geo+json&qualidade=maxima;28013
EUCLIDES DA CUNHA;EUCLIDES DA CUNHA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29014?formato=application/vnd.geo+json&qualidade=maxima;29014
FAXINAL;FAXINAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41012?formato=application/vnd.geo+json&qualidade=maxima;41012
FEIRA DE SANTANA;FEIRA DE SANTANA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29012?formato=application/vnd.geo+json&qualidade=maxima;29012
FERNANDO DE NORONHA;FERNANDO DE NORONHA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/26019?formato=application/vnd.geo+json&qualidade=maxima;26019
FERNANDOPOLIS;FERNANDOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35002?formato=application/vnd.geo+json&qualidade=maxima;35002
FLORAI;FLORAI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41008?formato=application/vnd.geo+json&qualidade=maxima;41008
FLORIANO;FLORIANO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/22009?formato=application/vnd.geo+json&qualidade=maxima;22009
FLORIANOPOLIS;FLORIANOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42016?formato=application/vnd.geo+json&qualidade=maxima;42016
FORMIGA;FORMIGA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31044?formato=application/vnd.geo+json&qualidade=maxima;31044
FORTALEZA;FORTALEZA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23016?formato=application/vnd.geo+json&qualidade=maxima;23016
FOZ DO IGUACU;FOZ DO IGUACU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41024?formato=application/vnd.geo+json&qualidade=maxima;41024
FRANCA;FRANCA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35012?formato=application/vnd.geo+json&qualidade=maxima;35012
FRANCISCO BELTRAO;FRANCISCO BELTRAO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41026?formato=application/vnd.geo+json&qualidade=maxima;41026
FRANCO DA ROCHA;FRANCO DA ROCHA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35058?formato=application/vnd.geo+json&qualidade=maxima;35058
FREDERICO WESTPHALEN;FREDERICO WESTPHALEN;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43003?formato=application/vnd.geo+json&qualidade=maxima;43003
FRUTAL;FRUTAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31021?formato=application/vnd.geo+json&qualidade=maxima;31021
FUROS DE BREVES;FUROS DE BREVES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15005?formato=application/vnd.geo+json&qualidade=maxima;15005
GARANHUNS;GARANHUNS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/26011?formato=application/vnd.geo+json&qualidade=maxima;26011
GERAIS DE BALSAS;GERAIS DE BALSAS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21020?formato=application/vnd.geo+json&qualidade=maxima;21020
GOIANIA;GOIANIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/52010?formato=application/vnd.geo+json&qualidade=maxima;52010
GOIOERE;GOIOERE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41004?formato=application/vnd.geo+json&qualidade=maxima;41004
GOVERNADOR VALADARES;GOVERNADOR VALADARES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31037?formato=application/vnd.geo+json&qualidade=maxima;31037
GRAMADO-CANELA;GRAMADO-CANELA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43024?formato=application/vnd.geo+json&qualidade=maxima;43024
GRAO MOGOL;GRAO MOGOL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31008?formato=application/vnd.geo+json&qualidade=maxima;31008
GUAJARA-MIRIM;GUAJARA-MIRIM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/11002?formato=application/vnd.geo+json&qualidade=maxima;11002
GUAMA;GUAMA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15013?formato=application/vnd.geo+json&qualidade=maxima;15013
GUANAMBI;GUANAMBI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29026?formato=application/vnd.geo+json&qualidade=maxima;29026
GUANHAES;GUANHAES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31035?formato=application/vnd.geo+json&qualidade=maxima;31035
GUAPORE;GUAPORE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43014?formato=application/vnd.geo+json&qualidade=maxima;43014
GUARABIRA;GUARABIRA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25016?formato=application/vnd.geo+json&qualidade=maxima;25016
GUARAPARI;GUARAPARI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/32010?formato=application/vnd.geo+json&qualidade=maxima;32010
GUARAPUAVA;GUARAPUAVA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41029?formato=application/vnd.geo+json&qualidade=maxima;41029
GUARATINGUETA;GUARATINGUETA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35051?formato=application/vnd.geo+json&qualidade=maxima;35051
GUARULHOS;GUARULHOS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35059?formato=application/vnd.geo+json&qualidade=maxima;35059
IBAITI;IBAITI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41017?formato=application/vnd.geo+json&qualidade=maxima;41017
IBIAPABA;IBIAPABA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23002?formato=application/vnd.geo+json&qualidade=maxima;23002
IGUATEMI;IGUATEMI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/50011?formato=application/vnd.geo+json&qualidade=maxima;50011
IGUATU;IGUATU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23026?formato=application/vnd.geo+json&qualidade=maxima;23026
IJUI;IJUI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43008?formato=application/vnd.geo+json&qualidade=maxima;43008
ILHEUS-ITABUNA;ILHEUS-ITABUNA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29031?formato=application/vnd.geo+json&qualidade=maxima;29031
IMPERATRIZ;IMPERATRIZ;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21009?formato=application/vnd.geo+json&qualidade=maxima;21009
IPATINGA;IPATINGA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31039?formato=application/vnd.geo+json&qualidade=maxima;31039
IPORA;IPORA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/52008?formato=application/vnd.geo+json&qualidade=maxima;52008
IPU;IPU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23006?formato=application/vnd.geo+json&qualidade=maxima;23006
IRATI;IRATI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41032?formato=application/vnd.geo+json&qualidade=maxima;41032
IRECE;IRECE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29009?formato=application/vnd.geo+json&qualidade=maxima;29009
ITABAIANA;ITABAIANA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25018?formato=application/vnd.geo+json&qualidade=maxima;25018
ITABERABA;ITABERABA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29011?formato=application/vnd.geo+json&qualidade=maxima;29011
ITABIRA;ITABIRA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31031?formato=application/vnd.geo+json&qualidade=maxima;31031
ITACOATIARA;ITACOATIARA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/13009?formato=application/vnd.geo+json&qualidade=maxima;13009
ITAGUAI;ITAGUAI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33017?formato=application/vnd.geo+json&qualidade=maxima;33017
ITAGUARA;ITAGUARA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31032?formato=application/vnd.geo+json&qualidade=maxima;31032
ITAITUBA;ITAITUBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15014?formato=application/vnd.geo+json&qualidade=maxima;15014
ITAJAI;ITAJAI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42013?formato=application/vnd.geo+json&qualidade=maxima;42013
ITAJUBA;ITAJUBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31056?formato=application/vnd.geo+json&qualidade=maxima;31056
ITAMARACA;ITAMARACA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/26016?formato=application/vnd.geo+json&qualidade=maxima;26016
ITANHAEM;ITANHAEM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35056?formato=application/vnd.geo+json&qualidade=maxima;35056
ITAPARICA;ITAPARICA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/26006?formato=application/vnd.geo+json&qualidade=maxima;26006
ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35060?formato=application/vnd.geo+json&qualidade=maxima;35060
ITAPECURU MIRIM;ITAPECURU MIRIM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21006?formato=application/vnd.geo+json&qualidade=maxima;21006
ITAPEMIRIM;ITAPEMIRIM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/32013?formato=application/vnd.geo+json&qualidade=maxima;32013
ITAPERUNA;ITAPERUNA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33001?formato=application/vnd.geo+json&qualidade=maxima;33001
ITAPETINGA;ITAPETINGA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29029?formato=application/vnd.geo+json&qualidade=maxima;29029
ITAPETININGA;ITAPETININGA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35042?formato=application/vnd.geo+json&qualidade=maxima;35042
ITAPEVA;ITAPEVA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35041?formato=application/vnd.geo+json&qualidade=maxima;35041
ITAPIPOCA;ITAPIPOCA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23008?formato=application/vnd.geo+json&qualidade=maxima;23008
ITAPORANGA;ITAPORANGA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25006?formato=application/vnd.geo+json&qualidade=maxima;25006
ITUIUTABA;ITUIUTABA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31017?formato=application/vnd.geo+json&qualidade=maxima;31017
ITUPORANGA;ITUPORANGA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42014?formato=application/vnd.geo+json&qualidade=maxima;42014
ITUVERAVA;ITUVERAVA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35011?formato=application/vnd.geo+json&qualidade=maxima;35011
IVAIPORA;IVAIPORA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41013?formato=application/vnd.geo+json&qualidade=maxima;41013
JABOTICABAL;JABOTICABAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35013?formato=application/vnd.geo+json&qualidade=maxima;35013
JACAREZINHO;JACAREZINHO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41016?formato=application/vnd.geo+json&qualidade=maxima;41016
JACOBINA;JACOBINA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29010?formato=application/vnd.geo+json&qualidade=maxima;29010
JAGUARAO;JAGUARAO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43034?formato=application/vnd.geo+json&qualidade=maxima;43034
JAGUARIAIVA;JAGUARIAIVA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41020?formato=application/vnd.geo+json&qualidade=maxima;41020
JALAPAO;JALAPAO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/17007?formato=application/vnd.geo+json&qualidade=maxima;17007
JALES;JALES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35001?formato=application/vnd.geo+json&qualidade=maxima;35001
JANAUBA;JANAUBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31004?formato=application/vnd.geo+json&qualidade=maxima;31004
JANUARIA;JANUARIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31003?formato=application/vnd.geo+json&qualidade=maxima;31003
JAPARATUBA;JAPARATUBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/28009?formato=application/vnd.geo+json&qualidade=maxima;28009
JAPURA;JAPURA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/13002?formato=application/vnd.geo+json&qualidade=maxima;13002
JAU;JAU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35021?formato=application/vnd.geo+json&qualidade=maxima;35021
JAURU;JAURU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/51014?formato=application/vnd.geo+json&qualidade=maxima;51014
JEQUIE;JEQUIE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29024?formato=application/vnd.geo+json&qualidade=maxima;29024
JEREMOABO;JEREMOABO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29013?formato=application/vnd.geo+json&qualidade=maxima;29013
JI-PARANA;JI-PARANA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/11004?formato=application/vnd.geo+json&qualidade=maxima;11004
JOACABA;JOACABA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42004?formato=application/vnd.geo+json&qualidade=maxima;42004
JOAO PESSOA;JOAO PESSOA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25022?formato=application/vnd.geo+json&qualidade=maxima;25022
JOINVILLE;JOINVILLE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42008?formato=application/vnd.geo+json&qualidade=maxima;42008
JUAZEIRO;JUAZEIRO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29004?formato=application/vnd.geo+json&qualidade=maxima;29004
JUIZ DE FORA;JUIZ DE FORA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31065?formato=application/vnd.geo+json&qualidade=maxima;31065
JUNDIAI;JUNDIAI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35047?formato=application/vnd.geo+json&qualidade=maxima;35047
JURUA;JURUA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/13004?formato=application/vnd.geo+json&qualidade=maxima;13004
LAGOS;LAGOS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33010?formato=application/vnd.geo+json&qualidade=maxima;33010
LAJEADO-ESTRELA;LAJEADO-ESTRELA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43021?formato=application/vnd.geo+json&qualidade=maxima;43021
LAPA;LAPA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41036?formato=application/vnd.geo+json&qualidade=maxima;41036
LAVRAS;LAVRAS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31057?formato=application/vnd.geo+json&qualidade=maxima;31057
LAVRAS DA MANGABEIRA;LAVRAS DA MANGABEIRA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23028?formato=application/vnd.geo+json&qualidade=maxima;23028
LENCOIS MARANHENSES;LENCOIS MARANHENSES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21004?formato=application/vnd.geo+json&qualidade=maxima;21004
LIMEIRA;LIMEIRA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35027?formato=application/vnd.geo+json&qualidade=maxima;35027
LINHARES;LINHARES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/32006?formato=application/vnd.geo+json&qualidade=maxima;32006
LINS;LINS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35019?formato=application/vnd.geo+json&qualidade=maxima;35019
LITORAL DE ARACATI;LITORAL DE ARACATI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23022?formato=application/vnd.geo+json&qualidade=maxima;23022
LITORAL DE CAMOCIM E ACARAU;LITORAL DE CAMOCIM E ACARAU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23001?formato=application/vnd.geo+json&qualidade=maxima;23001
LITORAL LAGUNAR;LITORAL LAGUNAR;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43035?formato=application/vnd.geo+json&qualidade=maxima;43035
LITORAL NORDESTE;LITORAL NORDESTE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/24016?formato=application/vnd.geo+json&qualidade=maxima;24016
LITORAL NORTE;LITORAL NORTE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25020?formato=application/vnd.geo+json&qualidade=maxima;25020
LITORAL NORTE ALAGOANO;LITORAL NORTE ALAGOANO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/27010?formato=application/vnd.geo+json&qualidade=maxima;27010
LITORAL OCIDENTAL MARANHENSE;LITORAL OCIDENTAL MARANHENSE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21001?formato=application/vnd.geo+json&qualidade=maxima;21001
LITORAL PIAUIENSE;LITORAL PIAUIENSE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/22002?formato=application/vnd.geo+json&qualidade=maxima;22002
LIVRAMENTO DO BRUMADO;LIVRAMENTO DO BRUMADO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29025?formato=application/vnd.geo+json&qualidade=maxima;29025
LONDRINA;LONDRINA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41011?formato=application/vnd.geo+json&qualidade=maxima;41011
MACACU-CACERIBU;MACACU-CACERIBU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33016?formato=application/vnd.geo+json&qualidade=maxima;33016
MACAE;MACAE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33004?formato=application/vnd.geo+json&qualidade=maxima;33004
MACAIBA;MACAIBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/24017?formato=application/vnd.geo+json&qualidade=maxima;24017
MACAPA;MACAPA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/16003?formato=application/vnd.geo+json&qualidade=maxima;16003
MACAU;MACAU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/24008?formato=application/vnd.geo+json&qualidade=maxima;24008
MACEIO;MACEIO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/27011?formato=application/vnd.geo+json&qualidade=maxima;27011
MADEIRA;MADEIRA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/13013?formato=application/vnd.geo+json&qualidade=maxima;13013
MANAUS;MANAUS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/13007?formato=application/vnd.geo+json&qualidade=maxima;13007
MANHUACU;MANHUACU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31061?formato=application/vnd.geo+json&qualidade=maxima;31061
MANTENA;MANTENA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31038?formato=application/vnd.geo+json&qualidade=maxima;31038
MARABA;MARABA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15020?formato=application/vnd.geo+json&qualidade=maxima;15020
MARILIA;MARILIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35038?formato=application/vnd.geo+json&qualidade=maxima;35038
MARINGA;MARINGA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41009?formato=application/vnd.geo+json&qualidade=maxima;41009
MATA ALAGOANA;MATA ALAGOANA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/27009?formato=application/vnd.geo+json&qualidade=maxima;27009
MATA MERIDIONAL PERNAMBUCANA;MATA MERIDIONAL PERNAMBUCANA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/26015?formato=application/vnd.geo+json&qualidade=maxima;26015
MATA SETENTRIONAL PERNAMBUCANA;MATA SETENTRIONAL PERNAMBUCANA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/26013?formato=application/vnd.geo+json&qualidade=maxima;26013
MAZAGAO;MAZAGAO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/16004?formato=application/vnd.geo+json&qualidade=maxima;16004
MEDIO ARAGUAIA;MEDIO ARAGUAIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/51011?formato=application/vnd.geo+json&qualidade=maxima;51011
MEDIO CAPIBARIBE;MEDIO CAPIBARIBE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/26010?formato=application/vnd.geo+json&qualidade=maxima;26010
MEDIO CURU;MEDIO CURU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23011?formato=application/vnd.geo+json&qualidade=maxima;23011
MEDIO JAGUARIBE;MEDIO JAGUARIBE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23024?formato=application/vnd.geo+json&qualidade=maxima;23024
MEDIO MEARIM;MEDIO MEARIM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21010?formato=application/vnd.geo+json&qualidade=maxima;21010
MEDIO OESTE;MEDIO OESTE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/24003?formato=application/vnd.geo+json&qualidade=maxima;24003
MEDIO PARNAIBA PIAUIENSE;MEDIO PARNAIBA PIAUIENSE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/22005?formato=application/vnd.geo+json&qualidade=maxima;22005
MEIA PONTE;MEIA PONTE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/52015?formato=application/vnd.geo+json&qualidade=maxima;52015
MERUOCA;MERUOCA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23004?formato=application/vnd.geo+json&qualidade=maxima;23004
MIRACEMA DO TOCANTINS;MIRACEMA DO TOCANTINS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/17003?formato=application/vnd.geo+json&qualidade=maxima;17003
MOGI DAS CRUZES;MOGI DAS CRUZES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35062?formato=application/vnd.geo+json&qualidade=maxima;35062
MOGI MIRIM;MOGI MIRIM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35031?formato=application/vnd.geo+json&qualidade=maxima;35031
MONTANHA;MONTANHA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/32004?formato=application/vnd.geo+json&qualidade=maxima;32004
MONTENEGRO;MONTENEGRO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43023?formato=application/vnd.geo+json&qualidade=maxima;43023
MONTES CLAROS;MONTES CLAROS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31007?formato=application/vnd.geo+json&qualidade=maxima;31007
MOSSORO;MOSSORO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/24001?formato=application/vnd.geo+json&qualidade=maxima;24001
MURIAE;MURIAE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31063?formato=application/vnd.geo+json&qualidade=maxima;31063
NANUQUE;NANUQUE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31016?formato=application/vnd.geo+json&qualidade=maxima;31016
NAO-ME-TOQUE;NAO-ME-TOQUE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43012?formato=application/vnd.geo+json&qualidade=maxima;43012
NATAL;NATAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/24018?formato=application/vnd.geo+json&qualidade=maxima;24018
NHANDEARA;NHANDEARA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35007?formato=application/vnd.geo+json&qualidade=maxima;35007
NORDESTE DE RORAIMA;NORDESTE DE RORAIMA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/14002?formato=application/vnd.geo+json&qualidade=maxima;14002
NORTE ARAGUAIA;NORTE ARAGUAIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/51009?formato=application/vnd.geo+json&qualidade=maxima;51009
NOSSA SENHORA DAS DORES;NOSSA SENHORA DAS DORES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/28003?formato=application/vnd.geo+json&qualidade=maxima;28003
NOVA ANDRADINA;NOVA ANDRADINA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/50008?formato=application/vnd.geo+json&qualidade=maxima;50008
NOVA FRIBURGO;NOVA FRIBURGO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33007?formato=application/vnd.geo+json&qualidade=maxima;33007
NOVA VENECIA;NOVA VENECIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/32002?formato=application/vnd.geo+json&qualidade=maxima;32002
NOVO HORIZONTE;NOVO HORIZONTE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35008?formato=application/vnd.geo+json&qualidade=maxima;35008
OBIDOS;OBIDOS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15001?formato=application/vnd.geo+json&qualidade=maxima;15001
